UID,top_rec
21509,"[{89: 1.7767695572366722}, [89, 72, 87, 81, 93, 69, 76, 91, 83, 88]]"
21510,"[{89: 2.8589430759686754}, [89, 32, 10, 6, 88, 63, 53, 93, 76, 1]]"
21511,"[{53: 8.076121237912465}, [53, 66, 61, 45, 47, 28, 40, 63, 23, 3]]"
21512,"[{53: 4.980661981640079}, [53, 69, 72, 89, 100, 49, 81, 66, 83, 76]]"
21513,"[{89: 2.1090027977572112}, [89, 27, 72, 93, 49, 76, 6, 78, 73, 47]]"
21514,"[{29: 6.250816080340835}, [29, 50, 69, 72, 83, 76, 81, 88, 46, 47]]"
21515,"[{32: 3.259397129042603}, [32, 35, 54, 46, 89, 27, 66, 26, 72, 88]]"
21516,"[{81: -0.3043043535630948}, [81, 2, 1, 89, 72, 15, 87, 93, 88, 91]]"
21517,"[{89: 3.5911287390103652}, [89, 94, 86, 97, 91, 95, 96, 84, 90, 93]]"
21518,"[{60: 9.649882012622637}, [60, 64, 86, 44, 82, 84, 94, 89, 71, 67]]"
21519,"[{27: 6.389996324458945}, [27, 21, 66, 72, 14, 39, 76, 87, 34, 85]]"
21520,"[{29: 4.577975966180235}, [29, 36, 32, 62, 69, 56, 61, 40, 18, 90]]"
21521,"[{89: 4.872558593207758}, [89, 97, 94, 88, 86, 93, 84, 90, 91, 82]]"
21522,"[{29: -2.1529264200462563}, [29, 31, 21, 26, 55, 37, 62, 38, 2, 34]]"
21523,"[{22: 8.993562674522117}, [22, 25, 9, 35, 32, 6, 36, 29, 53, 59]]"
21524,"[{68: 6.863159138080698}, [68, 49, 27, 61, 36, 72, 90, 11, 63, 73]]"
21525,"[{32: 1.1452575642974128}, [32, 11, 5, 89, 66, 21, 53, 72, 20, 31]]"
21526,"[{72: 4.39489837574372}, [72, 21, 7, 83, 76, 100, 81, 88, 93, 98]]"
21527,"[{80: 4.468465931083521}, [80, 72, 83, 100, 96, 81, 79, 85, 69, 29]]"
21528,"[{89: 2.5693197715539977}, [89, 32, 50, 88, 10, 6, 53, 76, 1, 87]]"
21529,"[{72: 4.652711734163458}, [72, 69, 76, 26, 96, 39, 6, 77, 71, 11]]"
21530,"[{89: 5.257955202637879}, [89, 76, 72, 97, 48, 93, 96, 88, 83, 91]]"
21531,"[{89: 5.177739451204849}, [89, 72, 6, 78, 83, 47, 76, 66, 73, 80]]"
21532,"[{89: 3.5638782050200484}, [89, 88, 66, 93, 96, 95, 91, 76, 94, 87]]"
21533,"[{89: 3.0025220661227445}, [89, 47, 93, 88, 97, 63, 76, 91, 72, 81]]"
21534,"[{27: 2.5854090357739254}, [27, 62, 10, 89, 35, 69, 53, 54, 46, 56]]"
21535,"[{97: 1.5323962658178858}, [97, 93, 96, 91, 92, 63, 28, 66, 2, 78]]"
21536,"[{35: 6.060048580057665}, [35, 38, 56, 1, 27, 32, 62, 89, 39, 72]]"
21537,"[{32: 6.043198979917472}, [32, 60, 46, 94, 1, 93, 92, 30, 17, 5]]"
21538,"[{62: 3.53129958547988}, [62, 89, 94, 55, 10, 93, 87, 86, 91, 97]]"
21539,"[{50: 6.016204769625009}, [50, 56, 27, 26, 46, 49, 81, 14, 72, 88]]"
21540,"[{97: 1.1754225681695347}, [97, 76, 49, 93, 72, 95, 91, 28, 88, 96]]"
21541,"[{54: 4.482517652359282}, [54, 42, 69, 12, 6, 39, 34, 50, 72, 26]]"
21542,"[{68: 2.4425532457240346}, [68, 27, 53, 69, 72, 29, 76, 56, 28, 54]]"
21543,"[{89: 2.040109349380594}, [89, 53, 31, 72, 88, 1, 76, 87, 81, 91]]"
21544,"[{3: 3.33387857211837}, [3, 72, 52, 10, 42, 48, 80, 93, 49, 6]]"
21545,"[{93: 0.9689745630167014}, [93, 87, 88, 82, 53, 85, 1, 36, 59, 42]]"
21546,"[{93: 3.358412286621898}, [93, 35, 1, 69, 27, 90, 54, 31, 80, 26]]"
21547,"[{89: 3.1951794290673137}, [89, 49, 76, 93, 27, 47, 1, 72, 6, 87]]"
21548,"[{89: 3.4844747913290623}, [89, 29, 36, 62, 68, 49, 88, 69, 72, 93]]"
21549,"[{53: 7.913141081223063}, [53, 36, 56, 89, 27, 26, 65, 31, 72, 91]]"
21550,"[{49: 2.6959555159910185}, [49, 28, 72, 54, 19, 35, 75, 80, 81, 59]]"
21551,"[{89: -0.732522789922037}, [89, 81, 83, 91, 88, 97, 72, 94, 87, 96]]"
21552,"[{100: 6.246769510580961}, [100, 3, 2, 81, 54, 12, 89, 26, 72, 41]]"
21553,"[{89: 2.3266393633580074}, [89, 76, 93, 97, 91, 95, 84, 96, 72, 50]]"
21554,"[{69: 4.658611431914839}, [69, 53, 47, 65, 88, 91, 76, 93, 42, 96]]"
21555,"[{62: 7.735409300292881}, [62, 61, 49, 89, 31, 72, 93, 76, 21, 83]]"
21556,"[{61: 7.395255337430333}, [61, 54, 32, 50, 53, 72, 80, 100, 78, 73]]"
21557,"[{36: 7.937385563616036}, [36, 68, 12, 72, 34, 78, 65, 11, 92, 14]]"
21558,"[{65: 3.542067091246375}, [65, 61, 49, 54, 72, 62, 89, 81, 80, 76]]"
21559,"[{93: 9.367074582411401}, [93, 41, 5, 45, 22, 60, 30, 80, 77, 34]]"
21560,"[{11: 1.9258314622763462}, [11, 53, 31, 14, 5, 12, 87, 88, 17, 47]]"
21561,"[{89: 4.554979916639737}, [89, 32, 94, 16, 66, 96, 88, 28, 86, 95]]"
21562,"[{89: 1.6852080748745415}, [89, 88, 91, 94, 96, 76, 93, 95, 92, 86]]"
21563,"[{1: -0.3775099706736902}, [1, 65, 96, 5, 11, 76, 25, 39, 43, 63]]"
21564,"[{32: 7.30225132708358}, [32, 89, 49, 72, 76, 93, 91, 82, 83, 88]]"
21565,"[{66: 6.235659851057254}, [66, 28, 89, 1, 94, 88, 93, 40, 86, 91]]"
21566,"[{89: 0.0794556416704153}, [89, 53, 32, 62, 15, 66, 5, 91, 87, 88]]"
21567,"[{50: -1.1509215839110243}, [50, 81, 22, 26, 100, 98, 14, 72, 10, 83]]"
21568,"[{54: 6.288599539902847}, [54, 49, 91, 70, 46, 21, 71, 85, 98, 67]]"
21569,"[{32: -0.3330921835413623}, [32, 56, 29, 31, 45, 72, 34, 95, 18, 19]]"
21570,"[{89: 2.615083746382115}, [89, 11, 72, 76, 93, 81, 88, 61, 97, 91]]"
21571,"[{35: 3.388848357540545}, [35, 91, 27, 67, 32, 69, 83, 34, 31, 26]]"
21572,"[{89: 2.000321223430949}, [89, 62, 68, 93, 96, 76, 92, 66, 72, 95]]"
21573,"[{47: 3.5935156027846014}, [47, 63, 62, 89, 23, 88, 96, 45, 93, 90]]"
21574,"[{69: 8.411181565435253}, [69, 12, 31, 56, 81, 25, 54, 14, 78, 6]]"
21575,"[{89: 3.8736706451809737}, [89, 91, 69, 93, 21, 72, 76, 46, 97, 11]]"
21576,"[{73: 4.692668169875136}, [73, 77, 76, 87, 89, 68, 34, 84, 3, 45]]"
21577,"[{29: 4.257434192345967}, [29, 50, 61, 32, 62, 21, 22, 14, 1, 45]]"
21578,"[{32: 5.584042885983438}, [32, 19, 89, 82, 95, 26, 88, 1, 65, 9]]"
21579,"[{88: 9.000043846335304}, [88, 73, 1, 36, 45, 76, 5, 18, 50, 30]]"
21580,"[{94: 6.526352931070157}, [94, 87, 89, 88, 95, 90, 80, 82, 70, 38]]"
21581,"[{89: 1.381399368074522}, [89, 93, 96, 87, 97, 91, 95, 1, 72, 76]]"
21582,"[{21: 0.984887765190464}, [21, 35, 69, 53, 68, 40, 89, 55, 45, 14]]"
21583,"[{89: 4.228411883248362}, [89, 88, 1, 66, 97, 93, 72, 10, 27, 76]]"
21584,"[{100: 3.0577305233767937}, [100, 81, 1, 21, 45, 40, 42, 25, 72, 89]]"
21585,"[{29: 4.6687762573158835}, [29, 68, 27, 48, 72, 91, 81, 38, 6, 23]]"
21586,"[{89: 2.2369654347292562}, [89, 50, 66, 72, 8, 93, 76, 47, 88, 11]]"
21587,"[{62: 8.420490247190585}, [62, 68, 29, 89, 90, 83, 54, 47, 93, 66]]"
21588,"[{42: 7.717377763276762}, [42, 53, 35, 36, 89, 72, 38, 100, 83, 76]]"
21589,"[{89: 5.526185271749764}, [89, 62, 91, 93, 76, 96, 72, 88, 97, 95]]"
21590,"[{86: 6.77112911056214}, [86, 93, 80, 34, 10, 77, 85, 100, 14, 12]]"
21591,"[{31: 5.418731309647345}, [31, 50, 10, 1, 65, 78, 12, 89, 26, 56]]"
21592,"[{28: 4.7226320453879485}, [28, 62, 89, 95, 94, 96, 90, 86, 92, 18]]"
21593,"[{89: 4.006864523736898}, [89, 53, 72, 93, 76, 97, 88, 91, 87, 83]]"
21594,"[{2: -0.7323328012228891}, [2, 40, 50, 8, 27, 25, 48, 9, 38, 66]]"
21595,"[{50: 1.6341592895725001}, [50, 15, 27, 69, 2, 23, 54, 57, 65, 21]]"
21596,"[{89: -3.7671990259927135}, [89, 55, 93, 32, 72, 9, 17, 35, 44, 16]]"
21597,"[{35: 4.018302765746336}, [35, 100, 42, 31, 93, 88, 66, 92, 91, 6]]"
21598,"[{27: 3.409969196334236}, [27, 11, 29, 36, 100, 42, 32, 69, 89, 6]]"
21599,"[{32: 3.2921105841434364}, [32, 89, 68, 72, 93, 56, 21, 6, 42, 76]]"
21600,"[{53: 3.5504505266302298}, [53, 89, 49, 72, 69, 54, 93, 76, 87, 83]]"
21601,"[{89: 2.465445205953539}, [89, 88, 81, 96, 93, 72, 95, 62, 97, 46]]"
21602,"[{1: 3.4051501492979637}, [1, 22, 89, 95, 45, 41, 88, 87, 55, 64]]"
21603,"[{89: 2.6986542051732556}, [89, 72, 76, 32, 83, 93, 49, 68, 6, 62]]"
21604,"[{100: 4.245875284099086}, [100, 69, 5, 72, 42, 89, 83, 98, 81, 52]]"
21605,"[{50: 5.662193038842977}, [50, 29, 69, 72, 100, 26, 14, 61, 81, 46]]"
21606,"[{50: 2.9415657214542144}, [50, 29, 98, 36, 83, 65, 42, 2, 26, 39]]"
21607,"[{89: 7.020948031054841}, [89, 72, 36, 100, 90, 28, 78, 42, 80, 93]]"
21608,"[{32: 6.789722383883106}, [32, 53, 65, 26, 89, 72, 48, 81, 100, 83]]"
21609,"[{68: 6.83279372349277}, [68, 6, 29, 70, 40, 14, 23, 72, 93, 88]]"
21610,"[{61: 4.649162400186039}, [61, 36, 14, 49, 11, 48, 72, 38, 25, 45]]"
21611,"[{66: 4.173668559454681}, [66, 18, 1, 48, 87, 78, 72, 80, 6, 68]]"
21612,"[{32: 7.9868411294859785}, [32, 54, 36, 27, 28, 39, 77, 11, 92, 22]]"
21613,"[{36: 3.0515852337439973}, [36, 22, 25, 96, 44, 94, 7, 13, 86, 91]]"
21614,"[{87: 2.486705639071328}, [87, 100, 89, 72, 80, 61, 76, 11, 78, 88]]"
21615,"[{36: 0.46563964812285774}, [36, 3, 89, 100, 1, 87, 81, 2, 72, 65]]"
21616,"[{36: -2.8377032836334566}, [36, 31, 29, 45, 100, 17, 56, 54, 94, 81]]"
21617,"[{97: 1.5241474251543146}, [97, 53, 40, 61, 56, 88, 82, 26, 52, 76]]"
21618,"[{62: 4.683914115762644}, [62, 89, 32, 36, 47, 10, 6, 11, 38, 65]]"
21619,"[{69: 5.03114500444353}, [69, 27, 35, 68, 6, 56, 48, 91, 3, 92]]"
21620,"[{5: 1.250027831155047}, [5, 38, 22, 44, 23, 81, 94, 56, 45, 67]]"
21621,"[{27: 1.884622709699661}, [27, 53, 72, 89, 81, 76, 78, 80, 83, 73]]"
21622,"[{100: 4.7962522802096865}, [100, 85, 19, 89, 84, 70, 54, 81, 91, 95]]"
21623,"[{6: 1.4834764323848273}, [6, 80, 73, 76, 72, 81, 100, 78, 66, 87]]"
21624,"[{27: 1.927650013352796}, [27, 36, 72, 21, 81, 93, 100, 87, 88, 78]]"
21625,"[{89: 6.278928073664578}, [89, 62, 27, 68, 48, 72, 91, 76, 28, 6]]"
21626,"[{36: 0.8623292779231719}, [36, 72, 61, 69, 89, 49, 81, 54, 76, 100]]"
21627,"[{19: 7.307335424938183}, [19, 89, 82, 79, 92, 61, 95, 18, 70, 10]]"
21628,"[{10: 7.74521981531529}, [10, 100, 50, 42, 35, 3, 2, 31, 51, 1]]"
21629,"[{65: 7.131015621597254}, [65, 27, 6, 46, 45, 40, 1, 77, 23, 92]]"
21630,"[{70: 5.804886919095653}, [70, 10, 6, 78, 92, 47, 34, 68, 80, 12]]"
21631,"[{10: 4.115141906641384}, [10, 50, 89, 1, 46, 3, 32, 72, 40, 100]]"
21632,"[{68: 0.47846158639441905}, [68, 32, 27, 95, 11, 70, 90, 45, 30, 97]]"
21633,"[{35: 6.325548196794482}, [35, 54, 46, 36, 32, 1, 66, 55, 14, 89]]"
21634,"[{89: 3.463120352325637}, [89, 94, 55, 28, 86, 96, 38, 67, 91, 95]]"
21635,"[{90: 5.551134305482577}, [90, 84, 86, 82, 36, 91, 78, 8, 88, 11]]"
21636,"[{22: 10.0}, [22, 38, 50, 26, 66, 9, 82, 67, 78, 90]]"
21637,"[{32: 4.26196985106022}, [32, 50, 66, 48, 10, 89, 69, 95, 96, 94]]"
21638,"[{89: 2.1559042629124225}, [89, 72, 93, 76, 50, 83, 91, 97, 95, 88]]"
21639,"[{89: 0.910845861003968}, [89, 47, 50, 36, 96, 76, 93, 94, 6, 91]]"
21640,"[{89: 0.007054662901639253}, [89, 76, 93, 97, 87, 72, 91, 94, 83, 96]]"
21641,"[{89: 7.8363316463534884}, [89, 28, 94, 96, 66, 92, 93, 69, 91, 95]]"
21642,"[{36: 6.52271696216941}, [36, 32, 72, 93, 88, 76, 87, 7, 52, 78]]"
21643,"[{35: 4.251962966331662}, [35, 14, 72, 81, 10, 76, 88, 6, 87, 93]]"
21644,"[{35: 3.758993369402407}, [35, 62, 89, 49, 65, 68, 26, 76, 72, 91]]"
21645,"[{48: 3.2752105594229977}, [48, 89, 11, 72, 42, 40, 35, 12, 76, 93]]"
21646,"[{92: 4.715170001334862}, [92, 89, 94, 95, 76, 88, 93, 91, 78, 72]]"
21647,"[{11: 6.254664945744498}, [11, 27, 49, 12, 14, 10, 100, 22, 39, 47]]"
21648,"[{83: 1.099762465167924}, [83, 81, 89, 36, 76, 100, 32, 29, 87, 93]]"
21649,"[{27: 4.345772022379977}, [27, 35, 89, 72, 69, 83, 54, 73, 76, 93]]"
21650,"[{89: 6.925424750278125}, [89, 78, 93, 72, 83, 76, 84, 97, 90, 82]]"
21651,"[{86: 5.06708792687567}, [86, 68, 85, 19, 47, 32, 91, 73, 54, 80]]"
21652,"[{36: 0.22313366461504347}, [36, 89, 81, 69, 93, 72, 21, 54, 88, 1]]"
21653,"[{89: 3.5428798595958506}, [89, 62, 36, 32, 95, 93, 96, 66, 91, 90]]"
21654,"[{89: 1.5463924970321368}, [89, 81, 88, 1, 72, 91, 87, 76, 60, 93]]"
21655,"[{36: 4.075396091544867}, [36, 31, 65, 49, 40, 72, 93, 7, 97, 98]]"
21656,"[{42: 5.337012378501331}, [42, 98, 100, 81, 80, 72, 34, 73, 5, 85]]"
21657,"[{36: 5.274263383332107}, [36, 7, 35, 40, 95, 90, 88, 82, 69, 93]]"
21658,"[{50: 6.007791886998693}, [50, 35, 54, 89, 42, 21, 38, 14, 11, 12]]"
21659,"[{21: 4.041213606918703}, [21, 34, 100, 50, 52, 66, 6, 54, 80, 32]]"
21660,"[{89: 4.446535896174903}, [89, 49, 66, 72, 76, 93, 91, 96, 88, 94]]"
21661,"[{89: 6.413880066959722}, [89, 48, 66, 10, 63, 69, 23, 6, 91, 93]]"
21662,"[{27: 1.5056740120496501}, [27, 80, 81, 73, 76, 78, 87, 72, 93, 79]]"
21663,"[{89: 4.594526718357149}, [89, 49, 42, 76, 72, 93, 83, 91, 97, 34]]"
21664,"[{65: 1.195154759948984}, [65, 1, 36, 53, 81, 22, 69, 21, 8, 3]]"
21665,"[{89: 4.531516734163743}, [89, 88, 1, 46, 10, 95, 76, 47, 72, 81]]"
21666,"[{89: 0.7760512260362882}, [89, 86, 95, 93, 96, 88, 84, 91, 90, 94]]"
21667,"[{65: 6.950277642929572}, [65, 26, 40, 100, 81, 1, 72, 4, 83, 98]]"
21668,"[{36: 3.6217938067386033}, [36, 50, 53, 89, 72, 93, 76, 5, 83, 87]]"
21669,"[{49: 3.1596890166170897}, [49, 36, 89, 76, 50, 10, 94, 72, 88, 92]]"
21670,"[{89: 2.87099181366402}, [89, 72, 76, 53, 29, 93, 83, 81, 91, 97]]"
21671,"[{25: 8.720977512316026}, [25, 27, 100, 14, 50, 54, 48, 32, 72, 78]]"
21672,"[{69: 5.15181765947471}, [69, 54, 36, 42, 72, 12, 11, 83, 76, 81]]"
21673,"[{65: 2.080961903173108}, [65, 21, 61, 29, 97, 35, 26, 100, 52, 75]]"
21674,"[{66: 4.435396432196616}, [66, 56, 65, 61, 42, 34, 22, 14, 46, 25]]"
21675,"[{53: 5.896489235179187}, [53, 49, 32, 62, 72, 65, 47, 89, 76, 61]]"
21676,"[{89: 5.252836036600604}, [89, 50, 29, 53, 91, 35, 36, 96, 81, 76]]"
21677,"[{68: 6.990252490015371}, [68, 69, 46, 66, 28, 53, 61, 36, 89, 21]]"
21678,"[{89: 4.105532699593476}, [89, 93, 94, 95, 97, 86, 96, 76, 83, 72]]"
21679,"[{32: 3.401074502636126}, [32, 89, 72, 76, 83, 97, 66, 88, 87, 96]]"
21680,"[{50: 2.9906333744089477}, [50, 36, 81, 35, 89, 83, 72, 98, 100, 93]]"
21681,"[{62: 4.173417096947507}, [62, 89, 47, 94, 97, 95, 86, 93, 54, 91]]"
21682,"[{36: 1.273662973273026}, [36, 89, 72, 27, 76, 81, 66, 93, 88, 87]]"
21683,"[{69: 9.360323541947071}, [69, 45, 22, 21, 34, 49, 80, 93, 87, 82]]"
21684,"[{53: 3.3075400063681184}, [53, 69, 95, 76, 97, 61, 16, 45, 12, 5]]"
21685,"[{89: 4.598536091600003}, [89, 50, 29, 27, 36, 54, 72, 69, 93, 76]]"
21686,"[{73: 5.431739041051149}, [73, 72, 70, 29, 45, 87, 30, 38, 97, 19]]"
21687,"[{83: 2.7745050369471786}, [83, 29, 66, 5, 98, 87, 11, 74, 97, 92]]"
21688,"[{80: 3.3583438768364258}, [80, 73, 78, 83, 77, 72, 76, 34, 89, 93]]"
21689,"[{36: 4.3102522268115715}, [36, 72, 89, 21, 29, 73, 80, 83, 6, 78]]"
21690,"[{48: 6.605819746314321}, [48, 6, 10, 89, 72, 78, 1, 56, 76, 83]]"
21691,"[{90: 5.493444117702513}, [90, 35, 92, 69, 16, 6, 29, 24, 97, 99]]"
21692,"[{66: -2.3227639789152055}, [66, 21, 72, 11, 34, 6, 100, 83, 80, 98]]"
21693,"[{62: 5.016301456213219}, [62, 89, 35, 76, 93, 97, 28, 88, 96, 84]]"
21694,"[{72: -1.5069361069352964}, [72, 75, 49, 93, 81, 92, 66, 28, 45, 52]]"
21695,"[{89: 7.304818666790636}, [89, 76, 18, 49, 91, 78, 82, 90, 94, 96]]"
21696,"[{61: 4.179696463677316}, [61, 76, 28, 72, 89, 36, 83, 93, 78, 73]]"
21697,"[{89: 4.65650003163629}, [89, 47, 93, 76, 72, 91, 97, 27, 83, 88]]"
21698,"[{76: 8.143395570172181}, [76, 11, 28, 14, 12, 77, 6, 1, 61, 4]]"
21699,"[{31: 3.769361673717602}, [31, 61, 68, 26, 49, 25, 45, 14, 72, 65]]"
21700,"[{68: 3.5807609154233244}, [68, 8, 38, 91, 93, 50, 71, 64, 1, 61]]"
21701,"[{89: 1.8245093797922367}, [89, 91, 32, 93, 36, 53, 76, 94, 8, 72]]"
21702,"[{89: 5.240754237917634}, [89, 54, 32, 50, 47, 65, 83, 6, 93, 87]]"
21703,"[{32: 5.115767765673059}, [32, 54, 89, 36, 72, 31, 76, 93, 83, 81]]"
21704,"[{25: 8.325058381206718}, [25, 39, 27, 65, 62, 66, 50, 100, 32, 52]]"
21705,"[{29: 2.3029239241505692}, [29, 68, 60, 54, 66, 1, 88, 95, 15, 27]]"
21706,"[{62: 5.138813699476366}, [62, 47, 93, 90, 91, 69, 50, 84, 78, 72]]"
21707,"[{89: 3.239783708664443}, [89, 27, 81, 21, 72, 76, 83, 100, 93, 91]]"
21708,"[{50: 7.674536670190715}, [50, 61, 69, 66, 89, 72, 12, 47, 80, 56]]"
21709,"[{29: 5.251327342942466}, [29, 69, 89, 54, 61, 72, 91, 93, 87, 28]]"
21710,"[{29: 2.9733294294373875}, [29, 32, 36, 53, 89, 72, 81, 83, 54, 76]]"
21711,"[{89: -1.4098779249591122}, [89, 93, 97, 96, 95, 76, 91, 92, 72, 87]]"
21712,"[{89: 3.661606242266724}, [89, 78, 11, 77, 90, 94, 82, 93, 86, 83]]"
21713,"[{54: 7.8199261195868}, [54, 89, 53, 35, 27, 93, 76, 91, 97, 88]]"
21714,"[{89: 4.63714214612174}, [89, 49, 47, 93, 91, 94, 36, 69, 96, 97]]"
21715,"[{89: 3.440177391993868}, [89, 66, 81, 72, 88, 65, 46, 93, 91, 97]]"
21716,"[{38: 7.292891178207332}, [38, 6, 50, 48, 25, 14, 45, 65, 70, 9]]"
21717,"[{89: 3.3599059224607815}, [89, 93, 72, 76, 88, 19, 97, 96, 61, 83]]"
21718,"[{53: 4.89656564047344}, [53, 68, 56, 65, 47, 12, 100, 87, 96, 92]]"
21719,"[{89: 4.790982072275331}, [89, 78, 32, 72, 73, 80, 76, 83, 93, 6]]"
21720,"[{53: 3.669875872534963}, [53, 42, 61, 69, 31, 47, 76, 89, 94, 72]]"
21721,"[{89: 4.023071265408518}, [89, 50, 19, 72, 78, 76, 92, 77, 82, 93]]"
21722,"[{31: 5.434283314475634}, [31, 50, 61, 21, 81, 72, 80, 89, 14, 42]]"
21723,"[{39: 6.524787451670274}, [39, 31, 68, 65, 72, 100, 29, 80, 78, 89]]"
21724,"[{60: -0.3281479979634261}, [60, 50, 44, 49, 35, 92, 69, 47, 56, 8]]"
21725,"[{87: 3.3625785594559927}, [87, 72, 76, 93, 73, 89, 78, 27, 92, 96]]"
21726,"[{36: 4.429466426254883}, [36, 89, 11, 29, 31, 45, 76, 88, 81, 68]]"
21727,"[{89: 1.5499476249529271}, [89, 96, 94, 90, 86, 93, 92, 78, 91, 88]]"
21728,"[{83: 3.9338802173152483}, [83, 65, 100, 80, 42, 89, 49, 36, 73, 61]]"
21729,"[{89: 1.436598628872882}, [89, 72, 27, 49, 31, 76, 62, 61, 83, 93]]"
21730,"[{35: 7.460545397261204}, [35, 32, 53, 89, 10, 56, 88, 72, 1, 91]]"
21731,"[{54: 2.914122851491043}, [54, 10, 49, 27, 66, 89, 38, 12, 35, 72]]"
21732,"[{65: 7.220172167808069}, [65, 56, 66, 47, 14, 21, 72, 10, 89, 93]]"
21733,"[{78: 4.77999005163513}, [78, 27, 93, 50, 85, 77, 87, 66, 65, 98]]"
21734,"[{89: 2.4411358535935648}, [89, 78, 100, 72, 66, 76, 5, 68, 79, 60]]"
21735,"[{27: 5.4191254304542475}, [27, 62, 31, 61, 89, 54, 11, 48, 68, 72]]"
21736,"[{89: 3.632949608536758}, [89, 72, 49, 93, 56, 28, 14, 76, 91, 97]]"
21737,"[{50: 4.5613581836952335}, [50, 89, 81, 36, 100, 72, 91, 83, 49, 76]]"
21738,"[{89: 0.18686048134956268}, [89, 72, 76, 81, 91, 31, 87, 88, 62, 83]]"
21739,"[{21: 7.5106096155664765}, [21, 65, 83, 72, 62, 36, 12, 49, 80, 78]]"
21740,"[{72: 2.5893621105600726}, [72, 27, 78, 93, 73, 68, 42, 21, 11, 61]]"
21741,"[{35: 6.53014788643108}, [35, 31, 32, 89, 72, 28, 56, 47, 80, 11]]"
21742,"[{53: 2.739492499374001}, [53, 89, 88, 56, 72, 49, 92, 22, 1, 87]]"
21743,"[{28: 7.932414216990646}, [28, 63, 90, 95, 89, 82, 23, 19, 99, 88]]"
21744,"[{78: 4.703173729336129}, [78, 73, 80, 42, 100, 72, 34, 79, 77, 62]]"
21745,"[{50: 4.313031012107118}, [50, 83, 89, 21, 32, 72, 100, 93, 98, 81]]"
21746,"[{27: 6.99390313719943}, [27, 31, 50, 89, 21, 42, 47, 48, 87, 83]]"
21747,"[{89: -2.537486587909466}, [89, 76, 93, 97, 91, 96, 72, 94, 95, 77]]"
21748,"[{62: 6.180576991687142}, [62, 89, 23, 94, 6, 38, 96, 90, 10, 76]]"
21749,"[{89: 1.4634154106529564}, [89, 50, 29, 88, 81, 93, 72, 91, 87, 76]]"
21750,"[{54: 6.0063266877690396}, [54, 100, 28, 55, 66, 72, 23, 81, 93, 98]]"
21751,"[{81: 3.2236797031697537}, [81, 100, 73, 17, 21, 27, 36, 82, 39, 34]]"
21752,"[{50: 2.9197960308313684}, [50, 89, 72, 27, 76, 83, 47, 93, 96, 87]]"
21753,"[{54: 7.484807438578054}, [54, 12, 11, 35, 6, 56, 46, 14, 47, 65]]"
21754,"[{78: 8.320025939029152}, [78, 28, 84, 55, 79, 36, 43, 87, 88, 64]]"
21755,"[{47: 6.6105594492938815}, [47, 89, 68, 72, 42, 83, 28, 78, 93, 76]]"
21756,"[{69: 7.614634648501323}, [69, 29, 56, 85, 5, 79, 46, 26, 95, 38]]"
21757,"[{36: 3.5340323007638426}, [36, 89, 100, 72, 65, 76, 66, 87, 93, 85]]"
21758,"[{62: 7.407383419257193}, [62, 36, 49, 55, 21, 42, 3, 44, 86, 87]]"
21759,"[{89: 0.8943531536477523}, [89, 50, 27, 62, 1, 94, 88, 96, 93, 86]]"
21760,"[{67: 4.469893921999361}, [67, 32, 46, 21, 30, 53, 66, 14, 29, 72]]"
21761,"[{100: -0.4947514384426871}, [100, 83, 98, 81, 72, 14, 73, 80, 76, 31]]"
21762,"[{36: 3.6532020746953546}, [36, 1, 89, 72, 87, 93, 88, 31, 83, 65]]"
21763,"[{32: 5.780358864898307}, [32, 49, 28, 88, 90, 23, 20, 64, 99, 3]]"
21764,"[{10: 6.551203893151932}, [10, 22, 14, 6, 72, 25, 29, 76, 100, 51]]"
21765,"[{89: 4.3705930434722315}, [89, 29, 53, 47, 72, 76, 42, 83, 93, 78]]"
21766,"[{66: 7.049368800272459}, [66, 89, 38, 31, 76, 65, 46, 72, 88, 93]]"
21767,"[{62: 5.7607584774684675}, [62, 48, 53, 12, 42, 34, 80, 92, 81, 25]]"
21768,"[{29: 3.1259178168856074}, [29, 81, 65, 25, 32, 40, 34, 62, 49, 13]]"
21769,"[{21: 5.858077895854605}, [21, 36, 72, 34, 73, 89, 51, 2, 75, 97]]"
21770,"[{89: 2.435060644293781}, [89, 1, 10, 91, 97, 54, 93, 60, 76, 68]]"
21771,"[{76: -0.6797226392622064}, [76, 89, 87, 72, 93, 83, 53, 73, 78, 96]]"
21772,"[{31: 5.399376996164349}, [31, 21, 46, 49, 32, 66, 72, 68, 83, 48]]"
21773,"[{54: 4.423776228966378}, [54, 83, 81, 89, 72, 98, 93, 61, 100, 10]]"
21774,"[{50: 6.211637867820601}, [50, 1, 89, 62, 9, 91, 97, 88, 93, 72]]"
21775,"[{27: -0.00012304690340725344}, [27, 100, 29, 81, 89, 11, 76, 72, 87, 98]]"
21776,"[{22: 8.519327259445625}, [22, 23, 9, 12, 68, 32, 64, 1, 35, 63]]"
21777,"[{89: 1.8750327620597547}, [89, 32, 93, 35, 91, 72, 95, 18, 78, 97]]"
21778,"[{29: 4.728768433971989}, [29, 89, 49, 81, 100, 72, 88, 93, 87, 80]]"
21779,"[{29: 6.533243910728347}, [29, 21, 26, 22, 2, 53, 31, 25, 10, 39]]"
21780,"[{86: 2.9798535499074865}, [86, 1, 88, 62, 36, 32, 81, 49, 35, 72]]"
